Strasse,Hnr,adresse,lat,long,Alphateil,Zusatz,WahlbezirkNr,WahlbezirkName,WahlraumAnschriftStr
Birkenstraﬂe,6,"6 Birkenstraﬂe, Verden (Aller)",529273945,9230605299999990,,,103,Nicolaischule,Zollstraﬂe  12
Birkenstraﬂe,7,"7 Birkenstraﬂe, Verden (Aller)",529277022,92309945,,,103,Nicolaischule,Zollstraﬂe  12
Birkenstraﬂe,8,"8 Birkenstraﬂe, Verden (Aller)",529275167,9230976,,,103,Nicolaischule,Zollstraﬂe  12
Birkenstraﬂe,10,"10 Birkenstraﬂe, Verden (Aller)",529274876,9231036099999990,,,103,Nicolaischule,Zollstraﬂe  12
Birkenstraﬂe,11,"11 Birkenstraﬂe, Verden (Aller)",529277629,92313002,,,103,Nicolaischule,Zollstraﬂe  12
Birkenstraﬂe,12,"12 Birkenstraﬂe, Verden (Aller)",529275201,9231161100000000,,,103,Nicolaischule,Zollstraﬂe  12
Birkenstraﬂe,13,"13 Birkenstraﬂe, Verden (Aller)",529278196,92314352,,,103,Nicolaischule,Zollstraﬂe  12
Birkenstraﬂe,14,"14 Birkenstraﬂe, Verden (Aller)",529275439,92313973,,,103,Nicolaischule,Zollstraﬂe  12
Birkenstraﬂe,15,"15 Birkenstraﬂe, Verden (Aller)",529278323,9231660699999990,,,103,Nicolaischule,Zollstraﬂe  12
Birkenstraﬂe,16,"16 Birkenstraﬂe, Verden (Aller)",529276259,92317282,,,103,Nicolaischule,Zollstraﬂe  12
Birkenstraﬂe,16,"16 Birkenstraﬂe, Verden (Aller)",529276259,92317282,a,,103,Nicolaischule,Zollstraﬂe  12
Birkenstraﬂe,17,"17 Birkenstraﬂe, Verden (Aller)",5292787060000000,9231949799999990,,,103,Nicolaischule,Zollstraﬂe  12
Birkenstraﬂe,20,"20 Birkenstraﬂe, Verden (Aller)",529277483,9232266899999990,,,103,Nicolaischule,Zollstraﬂe  12
Birkenstraﬂe,24,"24 Birkenstraﬂe, Verden (Aller)",529277581,9233523199999990,,,103,Nicolaischule,Zollstraﬂe  12
Birkenstraﬂe,26,"26 Birkenstraﬂe, Verden (Aller)",529277776,9233815,,,103,Nicolaischule,Zollstraﬂe  12
Birkenstraﬂe,27,"27 Birkenstraﬂe, Verden (Aller)",529279034,92332871,,,103,Nicolaischule,Zollstraﬂe  12
Birkenstraﬂe,28,"28 Birkenstraﬂe, Verden (Aller)",529278056,92337771,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,3,"3 Bremer Straﬂe, Verden (Aller)",529421302,9232600399999990,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,4,"4 Bremer Straﬂe, Verden (Aller)",529253495,92289163,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,8,"8 Bremer Straﬂe, Verden (Aller)",529260561,92296113,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,8,"8 Bremer Straﬂe, Verden (Aller)",529260561,92296113,a,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,9,"9 Bremer Straﬂe, Verden (Aller)",529258971,92288214,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,9,"9 Bremer Straﬂe, Verden (Aller)",529258971,92288214,a,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,10,"10 Bremer Straﬂe, Verden (Aller)",529265662,92297605,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,10,"10 Bremer Straﬂe, Verden (Aller)",529265662,92297605,a,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,11,"11 Bremer Straﬂe, Verden (Aller)",529262913,92290349,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,12,"12 Bremer Straﬂe, Verden (Aller)",52926647,9229850100000000,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,13,"13 Bremer Straﬂe, Verden (Aller)",529264105,92291322,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,15,"15 Bremer Straﬂe, Verden (Aller)",529265755,9229211099999990,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,15,"15 Bremer Straﬂe, Verden (Aller)",529265755,9229211099999990,a,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,16,"16 Bremer Straﬂe, Verden (Aller)",529269683,92300586,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,17,"17 Bremer Straﬂe, Verden (Aller)",529268338,9229508299999990,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,20,"20 Bremer Straﬂe, Verden (Aller)",5292734249999990,9230188499999990,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,21,"21 Bremer Straﬂe, Verden (Aller)",52926883,92288775,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,21,"21 Bremer Straﬂe, Verden (Aller)",52926883,92288775,a,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,22,"22 Bremer Straﬂe, Verden (Aller)",529275658,92300358,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,23,"23 Bremer Straﬂe, Verden (Aller)",529269286,92295353,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,24,"24 Bremer Straﬂe, Verden (Aller)",529280359,92300154,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,25,"25 Bremer Straﬂe, Verden (Aller)",529270565,9229521499999990,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,26,"26 Bremer Straﬂe, Verden (Aller)",529280775,92300265,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,27,"27 Bremer Straﬂe, Verden (Aller)",529274347,92292785,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,29,"29 Bremer Straﬂe, Verden (Aller)",529276005,92295912,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,30,"30 Bremer Straﬂe, Verden (Aller)",529281685,9230055199999990,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,31,"31 Bremer Straﬂe, Verden (Aller)",529277653,9229646899999990,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,32,"32 Bremer Straﬂe, Verden (Aller)",529282334,9230147299999990,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,33,"33 Bremer Straﬂe, Verden (Aller)",529279755,9229660899999990,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,34,"34 Bremer Straﬂe, Verden (Aller)",52928357,9230189,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,35,"35 Bremer Straﬂe, Verden (Aller)",529281459,9229722899999990,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,36,"36 Bremer Straﬂe, Verden (Aller)",529284621,9230196,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,37,"37 Bremer Straﬂe, Verden (Aller)",529281446,9229660899999990,,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,39,"39 Bremer Straﬂe, Verden (Aller)",5292830009999990,92296992,a,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,39,"39 Bremer Straﬂe, Verden (Aller)",5292830009999990,92296992,b,,103,Nicolaischule,Zollstraﬂe  12
Bremer Straﬂe,41,"41 Bremer Straﬂe, Verden (Aller)",529284048,92295777,,,103,Nicolaischule,Zollstraﬂe  12
Conrad-Wode-Straﬂe,1,"1 Conrad-Wode-Straﬂe, Verden (Aller)",5292563,922847,,,103,Nicolaischule,Zollstraﬂe  12
Conrad-Wode-Straﬂe,2,"2 Conrad-Wode-Straﬂe, Verden (Aller)",529263837,92270413,,,103,Nicolaischule,Zollstraﬂe  12
Conrad-Wode-Straﬂe,2,"2 Conrad-Wode-Straﬂe, Verden (Aller)",529263837,92270413,a,,103,Nicolaischule,Zollstraﬂe  12
Frˆbelweg,1,"1 Frˆbelweg, Verden (Aller)",5292724,923104,,,103,Nicolaischule,Zollstraﬂe  12
Frˆbelweg,3,"3 Frˆbelweg, Verden (Aller)",5292739,92309,,,103,Nicolaischule,Zollstraﬂe  12
Frˆbelweg,5,"5 Frˆbelweg, Verden (Aller)",5292727,9231209999999990,,,103,Nicolaischule,Zollstraﬂe  12
Frˆbelweg,6,"6 Frˆbelweg, Verden (Aller)",529270857,92308413,,,103,Nicolaischule,Zollstraﬂe  12
Frˆbelweg,8,"8 Frˆbelweg, Verden (Aller)",529271067,92308948,,,103,Nicolaischule,Zollstraﬂe  12
Frˆbelweg,9,"9 Frˆbelweg, Verden (Aller)",529269607,92318277,,,103,Nicolaischule,Zollstraﬂe  12
Frˆbelweg,10,"10 Frˆbelweg, Verden (Aller)",5292707,9230889999999990,,,103,Nicolaischule,Zollstraﬂe  12
Frˆbelweg,12,"12 Frˆbelweg, Verden (Aller)",52927,923095,,,103,Nicolaischule,Zollstraﬂe  12
Frˆbelweg,14,"14 Frˆbelweg, Verden (Aller)",529268481,92311052,,,103,Nicolaischule,Zollstraﬂe  12
Frˆbelweg,16,"16 Frˆbelweg, Verden (Aller)",529268291,92314838,,,103,Nicolaischule,Zollstraﬂe  12
Gartenstraﬂe,2,"2 Gartenstraﬂe, Verden (Aller)",529248565,92318439,,,103,Nicolaischule,Zollstraﬂe  12
Gartenstraﬂe,3,"3 Gartenstraﬂe, Verden (Aller)",529251659,92320768,,,103,Nicolaischule,Zollstraﬂe  12
Gartenstraﬂe,4,"4 Gartenstraﬂe, Verden (Aller)",529249188,92319933,,,103,Nicolaischule,Zollstraﬂe  12
Gartenstraﬂe,5,"5 Gartenstraﬂe, Verden (Aller)",529253424,92322667,,,103,Nicolaischule,Zollstraﬂe  12
Gartenstraﬂe,6,"6 Gartenstraﬂe, Verden (Aller)",529249817,92317293,,,103,Nicolaischule,Zollstraﬂe  12
Gartenstraﬂe,7,"7 Gartenstraﬂe, Verden (Aller)",52924677,92313529,,,103,Nicolaischule,Zollstraﬂe  12
Gartenstraﬂe,8,"8 Gartenstraﬂe, Verden (Aller)",529250661,92322712,,,103,Nicolaischule,Zollstraﬂe  12
Gartenstraﬂe,9,"9 Gartenstraﬂe, Verden (Aller)",529253768,9232723199999990,,,103,Nicolaischule,Zollstraﬂe  12
Gartenstraﬂe,10,"10 Gartenstraﬂe, Verden (Aller)",529251398,92324102,,,103,Nicolaischule,Zollstraﬂe  12
Gartenstraﬂe,12,"12 Gartenstraﬂe, Verden (Aller)",529252178,92324936,,,103,Nicolaischule,Zollstraﬂe  12
Gartenstraﬂe,14,"14 Gartenstraﬂe, Verden (Aller)",529253844,92327409,,,103,Nicolaischule,Zollstraﬂe  12
Hohe Leuchte,0,"0 Hohe Leuchte, Verden (Aller)",529255098,92329274,,,103,Nicolaischule,Zollstraﬂe  12
Hohe Leuchte,7,"7 Hohe Leuchte, Verden (Aller)",5292436360000000,92336878,,,103,Nicolaischule,Zollstraﬂe  12
Hohe Leuchte,8,"8 Hohe Leuchte, Verden (Aller)",529246399,9234209,,,103,Nicolaischule,Zollstraﬂe  12
Hohe Leuchte,9,"9 Hohe Leuchte, Verden (Aller)",5292444339999990,9233499799999990,,,103,Nicolaischule,Zollstraﬂe  12
Hohe Leuchte,10,"10 Hohe Leuchte, Verden (Aller)",529247667,9233938199999990,,,103,Nicolaischule,Zollstraﬂe  12
Hohe Leuchte,11,"11 Hohe Leuchte, Verden (Aller)",529245457,92335212,,,103,Nicolaischule,Zollstraﬂe  12
Hohe Leuchte,12,"12 Hohe Leuchte, Verden (Aller)",5292494,9233939999999990,,,103,Nicolaischule,Zollstraﬂe  12
Hohe Leuchte,12,"12 Hohe Leuchte, Verden (Aller)",5292494,9233939999999990,a,,103,Nicolaischule,Zollstraﬂe  12
Hohe Leuchte,13,"13 Hohe Leuchte, Verden (Aller)",529247235,92334102,,,103,Nicolaischule,Zollstraﬂe  12
Hohe Leuchte,14,"14 Hohe Leuchte, Verden (Aller)",529249944,92337299,,,103,Nicolaischule,Zollstraﬂe  12
Hohe Leuchte,15,"15 Hohe Leuchte, Verden (Aller)",529256722,92326493,,,103,Nicolaischule,Zollstraﬂe  12
Hohe Leuchte,16,"16 Hohe Leuchte, Verden (Aller)",529250854,92336466,,,103,Nicolaischule,Zollstraﬂe  12
Hohe Leuchte,17,"17 Hohe Leuchte, Verden (Aller)",529258156,9232507,,,103,Nicolaischule,Zollstraﬂe  12
Hohe Leuchte,18,"18 Hohe Leuchte, Verden (Aller)",529252806,9233313299999990,,,103,Nicolaischule,Zollstraﬂe  12
Hohe Leuchte,19,"19 Hohe Leuchte, Verden (Aller)",529258835,92323761,,,103,Nicolaischule,Zollstraﬂe  12
Hohe Leuchte,20,"20 Hohe Leuchte, Verden (Aller)",529252806,9233313299999990,,,103,Nicolaischule,Zollstraﬂe  12
Hohe Leuchte,21,"21 Hohe Leuchte, Verden (Aller)",529260634,92314104,,,103,Nicolaischule,Zollstraﬂe  12
Hohe Leuchte,22,"22 Hohe Leuchte, Verden (Aller)",529253716,923323,,,103,Nicolaischule,Zollstraﬂe  12
Hohe Leuchte,23,"23 Hohe Leuchte, Verden (Aller)",5292602549999990,92310839,,,103,Nicolaischule,Zollstraﬂe  12
Hohe Leuchte,24,"24 Hohe Leuchte, Verden (Aller)",529254627,9233146699999990,,,103,Nicolaischule,Zollstraﬂe  12
Hohe Leuchte,25,"25 Hohe Leuchte, Verden (Aller)",529260418,92306046,,,103,Nicolaischule,Zollstraﬂe  12
Hohe Leuchte,25,"25 Hohe Leuchte, Verden (Aller)",529260418,92306046,a,,103,Nicolaischule,Zollstraﬂe  12
Hohe Leuchte,26,"26 Hohe Leuchte, Verden (Aller)",529257315,92329524,,,103,Nicolaischule,Zollstraﬂe  12
Hohe Leuchte,27,"27 Hohe Leuchte, Verden (Aller)",529265339,92302575,,,103,Nicolaischule,Zollstraﬂe  12
Hohe Leuchte,32,"32 Hohe Leuchte, Verden (Aller)",529264126,92316361,a,,103,Nicolaischule,Zollstraﬂe  12
Hohe Leuchte,34,"34 Hohe Leuchte, Verden (Aller)",5292642379999990,92312613,,,103,Nicolaischule,Zollstraﬂe  12
Husarenstraﬂe,1,"1 Husarenstraﬂe, Verden (Aller)",529237525,92328539,,,103,Nicolaischule,Zollstraﬂe  12
Husarenstraﬂe,2,"2 Husarenstraﬂe, Verden (Aller)",529243862,92347507,,,103,Nicolaischule,Zollstraﬂe  12
Husarenstraﬂe,4,"4 Husarenstraﬂe, Verden (Aller)",5292536579999990,9235195899999990,,,103,Nicolaischule,Zollstraﬂe  12
Husarenstraﬂe,7,"7 Husarenstraﬂe, Verden (Aller)",529239648,9233382,,,103,Nicolaischule,Zollstraﬂe  12
Husarenstraﬂe,9,"9 Husarenstraﬂe, Verden (Aller)",529241339,92333821,,,103,Nicolaischule,Zollstraﬂe  12
Husarenstraﬂe,11,"11 Husarenstraﬂe, Verden (Aller)",5292419020000000,92337433,,,103,Nicolaischule,Zollstraﬂe  12
Johanniswall,0,"0 Johanniswall, Verden (Aller)",529233673,92310792,,,103,Nicolaischule,Zollstraﬂe  12
Johanniswall,1,"1 Johanniswall, Verden (Aller)",52923194,92329537,,,103,Nicolaischule,Zollstraﬂe  12
Johanniswall,2,"2 Johanniswall, Verden (Aller)",529220361,92310192,,,103,Nicolaischule,Zollstraﬂe  12
Johanniswall,4,"4 Johanniswall, Verden (Aller)",529222182,92308526,,,103,Nicolaischule,Zollstraﬂe  12
Johanniswall,5,"5 Johanniswall, Verden (Aller)",529225103,92316463,,,103,Nicolaischule,Zollstraﬂe  12
Johanniswall,6,"6 Johanniswall, Verden (Aller)",529225435,9230840599999990,,,103,Nicolaischule,Zollstraﬂe  12
Johanniswall,7,"7 Johanniswall, Verden (Aller)",529226436,92328209,,,103,Nicolaischule,Zollstraﬂe  12
Johanniswall,8,"8 Johanniswall, Verden (Aller)",5292341949999990,92304555,,,103,Nicolaischule,Zollstraﬂe  12
Johanniswall,9,"9 Johanniswall, Verden (Aller)",52922903,92318254,,,103,Nicolaischule,Zollstraﬂe  12
Johanniswall,11,"11 Johanniswall, Verden (Aller)",529231858,92317214,,,103,Nicolaischule,Zollstraﬂe  12
Johanniswall,11,"11 Johanniswall, Verden (Aller)",529231858,92317214,a,,103,Nicolaischule,Zollstraﬂe  12
Johanniswall,11,"11 Johanniswall, Verden (Aller)",529231858,92317214,b,,103,Nicolaischule,Zollstraﬂe  12
Johanniswall,12,"12 Johanniswall, Verden (Aller)",529235872,9230415599999990,,,103,Nicolaischule,Zollstraﬂe  12
Johanniswall,14,"14 Johanniswall, Verden (Aller)",529236369,92302769,,,103,Nicolaischule,Zollstraﬂe  12
Johanniswall,15,"15 Johanniswall, Verden (Aller)",529236552,92313952,,,103,Nicolaischule,Zollstraﬂe  12
Johanniswall,16,"16 Johanniswall, Verden (Aller)",5292384,92301,,,103,Nicolaischule,Zollstraﬂe  12
Johanniswall,17,"17 Johanniswall, Verden (Aller)",5292388279999990,9231186899999990,,,103,Nicolaischule,Zollstraﬂe  12
Johanniswall,19,"19 Johanniswall, Verden (Aller)",529240779,92308536,,,103,Nicolaischule,Zollstraﬂe  12
Johanniswall,21,"21 Johanniswall, Verden (Aller)",5292418740000000,92308051,,,103,Nicolaischule,Zollstraﬂe  12
Johanniswall,23,"23 Johanniswall, Verden (Aller)",529244606,92305551,,,103,Nicolaischule,Zollstraﬂe  12
Johanniswall,25,"25 Johanniswall, Verden (Aller)",52924581,92298259,,,103,Nicolaischule,Zollstraﬂe  12
Johanniswall,27,"27 Johanniswall, Verden (Aller)",5292460699999990,92294925,,,103,Nicolaischule,Zollstraﬂe  12
Johanniswall,29,"29 Johanniswall, Verden (Aller)",529248628,9229464799999990,,,103,Nicolaischule,Zollstraﬂe  12
Katharinenstraﬂe,1,"1 Katharinenstraﬂe, Verden (Aller)",5292451209999990,9230301599999990,,,103,Nicolaischule,Zollstraﬂe  12
Katharinenstraﬂe,2,"2 Katharinenstraﬂe, Verden (Aller)",529245313,9230663100000000,,,103,Nicolaischule,Zollstraﬂe  12
Katharinenstraﬂe,3,"3 Katharinenstraﬂe, Verden (Aller)",529244324,92303994,,,103,Nicolaischule,Zollstraﬂe  12
Katharinenstraﬂe,4,"4 Katharinenstraﬂe, Verden (Aller)",52924602,92308247,,,103,Nicolaischule,Zollstraﬂe  12
Katharinenstraﬂe,5,"5 Katharinenstraﬂe, Verden (Aller)",529245744,9230451,,,103,Nicolaischule,Zollstraﬂe  12
Katharinenstraﬂe,6,"6 Katharinenstraﬂe, Verden (Aller)",529245967,92308187,,,103,Nicolaischule,Zollstraﬂe  12
Katharinenstraﬂe,7,"7 Katharinenstraﬂe, Verden (Aller)",529246248,92305207,,,103,Nicolaischule,Zollstraﬂe  12
Katharinenstraﬂe,8,"8 Katharinenstraﬂe, Verden (Aller)",529246702,92309824,,,103,Nicolaischule,Zollstraﬂe  12
Katharinenstraﬂe,9,"9 Katharinenstraﬂe, Verden (Aller)",5292467389999990,92306422,,,103,Nicolaischule,Zollstraﬂe  12
Katharinenstraﬂe,10,"10 Katharinenstraﬂe, Verden (Aller)",529247255,9231086699999990,,,103,Nicolaischule,Zollstraﬂe  12
Katharinenstraﬂe,11,"11 Katharinenstraﬂe, Verden (Aller)",529247135,92307338,,,103,Nicolaischule,Zollstraﬂe  12
Katharinenstraﬂe,12,"12 Katharinenstraﬂe, Verden (Aller)",5292476869999990,9231139599999990,,,103,Nicolaischule,Zollstraﬂe  12
Katharinenstraﬂe,13,"13 Katharinenstraﬂe, Verden (Aller)",529247819,92309061,,,103,Nicolaischule,Zollstraﬂe  12
Katharinenstraﬂe,17,"17 Katharinenstraﬂe, Verden (Aller)",529248236,92310485,,,103,Nicolaischule,Zollstraﬂe  12
Kleine Ludwigstraﬂe,1,"1 Kleine Ludwigstraﬂe, Verden (Aller)",529287467,92327735,,,103,Nicolaischule,Zollstraﬂe  12
Kleine Ludwigstraﬂe,3,"3 Kleine Ludwigstraﬂe, Verden (Aller)",529288204,92329125,,,103,Nicolaischule,Zollstraﬂe  12
Kleine Ludwigstraﬂe,5,"5 Kleine Ludwigstraﬂe, Verden (Aller)",529288941,92330515,,,103,Nicolaischule,Zollstraﬂe  12
Kleine Ludwigstraﬂe,9,"9 Kleine Ludwigstraﬂe, Verden (Aller)",529289607,92331454,,,103,Nicolaischule,Zollstraﬂe  12
Kleine Ludwigstraﬂe,11,"11 Kleine Ludwigstraﬂe, Verden (Aller)",529290502,9233218400000000,,,103,Nicolaischule,Zollstraﬂe  12
Kleine Wallstraﬂe,1,"1 Kleine Wallstraﬂe, Verden (Aller)",5292422089999990,92311871,,,103,Nicolaischule,Zollstraﬂe  12
Kleine Wallstraﬂe,2,"2 Kleine Wallstraﬂe, Verden (Aller)",529239429,9231084599999990,,,103,Nicolaischule,Zollstraﬂe  12
Kleine Wallstraﬂe,2,"2 Kleine Wallstraﬂe, Verden (Aller)",529239429,9231084599999990,a,,103,Nicolaischule,Zollstraﬂe  12
Kleine Wallstraﬂe,3,"3 Kleine Wallstraﬂe, Verden (Aller)",52924067,92315343,,,103,Nicolaischule,Zollstraﬂe  12
Kleine Wallstraﬂe,4,"4 Kleine Wallstraﬂe, Verden (Aller)",529242946,92313261,,,103,Nicolaischule,Zollstraﬂe  12
Leinestraﬂe,1,"1 Leinestraﬂe, Verden (Aller)",529270311,92288997,,,103,Nicolaischule,Zollstraﬂe  12
Leinestraﬂe,3,"3 Leinestraﬂe, Verden (Aller)",529271129,92287991,,,103,Nicolaischule,Zollstraﬂe  12
Leinestraﬂe,5,"5 Leinestraﬂe, Verden (Aller)",5292726580000000,9228194799999990,,,103,Nicolaischule,Zollstraﬂe  12
Leinestraﬂe,7,"7 Leinestraﬂe, Verden (Aller)",5292744459999990,92283407,,,103,Nicolaischule,Zollstraﬂe  12
Leinestraﬂe,8,"8 Leinestraﬂe, Verden (Aller)",529274099,92287853,,,103,Nicolaischule,Zollstraﬂe  12
Leinestraﬂe,9,"9 Leinestraﬂe, Verden (Aller)",529275769,92282713,,,103,Nicolaischule,Zollstraﬂe  12
Leinestraﬂe,11,"11 Leinestraﬂe, Verden (Aller)",529277774,92281394,,,103,Nicolaischule,Zollstraﬂe  12
Leinestraﬂe,12,"12 Leinestraﬂe, Verden (Aller)",5292824779999990,9228392,,,103,Nicolaischule,Zollstraﬂe  12
Leinestraﬂe,13,"13 Leinestraﬂe, Verden (Aller)",529283,92282,,,103,Nicolaischule,Zollstraﬂe  12
Leinestraﬂe,16,"16 Leinestraﬂe, Verden (Aller)",529279757,92285772,,,103,Nicolaischule,Zollstraﬂe  12
Lindenweg,1,"1 Lindenweg, Verden (Aller)",5292815299999990,92317172,,,103,Nicolaischule,Zollstraﬂe  12
Lindenweg,2,"2 Lindenweg, Verden (Aller)",5292863,92316667,,,103,Nicolaischule,Zollstraﬂe  12
Lindenweg,3,"3 Lindenweg, Verden (Aller)",5292849,92318603,,,103,Nicolaischule,Zollstraﬂe  12
Lindenweg,4,"4 Lindenweg, Verden (Aller)",529288,923165,,,103,Nicolaischule,Zollstraﬂe  12
Lindenweg,6,"6 Lindenweg, Verden (Aller)",529285066,92314639,,,103,Nicolaischule,Zollstraﬂe  12
Lindenweg,8,"8 Lindenweg, Verden (Aller)",5292861000000000,9231209999999990,,,103,Nicolaischule,Zollstraﬂe  12
Lindenweg,9,"9 Lindenweg, Verden (Aller)",5292822,923092,,,103,Nicolaischule,Zollstraﬂe  12
Lindenweg,9,"9 Lindenweg, Verden (Aller)",5292822,923092,a,,103,Nicolaischule,Zollstraﬂe  12
Lindenweg,10,"10 Lindenweg, Verden (Aller)",529285108,92309255,,,103,Nicolaischule,Zollstraﬂe  12
Lindenweg,12,"12 Lindenweg, Verden (Aller)",5292836339999990,92306475,,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,1,"1 Ludwigstraﬂe, Verden (Aller)",5292618239999990,92325914,,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,2,"2 Ludwigstraﬂe, Verden (Aller)",529264763,9232240599999990,,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,3,"3 Ludwigstraﬂe, Verden (Aller)",52926462,9232710,,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,4,"4 Ludwigstraﬂe, Verden (Aller)",529265358,92323421,,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,5,"5 Ludwigstraﬂe, Verden (Aller)",529267362,9232807099999990,,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,7,"7 Ludwigstraﬂe, Verden (Aller)",529269736,92327447,,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,8,"8 Ludwigstraﬂe, Verden (Aller)",529268393,9232710,,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,10,"10 Ludwigstraﬂe, Verden (Aller)",529270083,92323001,,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,11,"11 Ludwigstraﬂe, Verden (Aller)",52927148,92329463,,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,12,"12 Ludwigstraﬂe, Verden (Aller)",529271406,9232230699999990,,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,13,"13 Ludwigstraﬂe, Verden (Aller)",529271927,9232706,,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,13,"13 Ludwigstraﬂe, Verden (Aller)",529271927,9232706,a,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,13,"13 Ludwigstraﬂe, Verden (Aller)",529271927,9232706,b,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,15,"15 Ludwigstraﬂe, Verden (Aller)",529274326,92326859,,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,16,"16 Ludwigstraﬂe, Verden (Aller)",529272641,9232272499999990,,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,17,"17 Ludwigstraﬂe, Verden (Aller)",529275046,92329812,,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,18,"18 Ludwigstraﬂe, Verden (Aller)",529273785,92322969,,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,20,"20 Ludwigstraﬂe, Verden (Aller)",5292747,92323421,,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,21,"21 Ludwigstraﬂe, Verden (Aller)",52928489,92332053,,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,22,"22 Ludwigstraﬂe, Verden (Aller)",5292765319999990,92323535,,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,24,"24 Ludwigstraﬂe, Verden (Aller)",529280972,92322186,,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,26,"26 Ludwigstraﬂe, Verden (Aller)",52928141,9232141,,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,29,"29 Ludwigstraﬂe, Verden (Aller)",529286362,92325651,,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,31,"31 Ludwigstraﬂe, Verden (Aller)",5292871590000000,92324922,,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,31,"31 Ludwigstraﬂe, Verden (Aller)",5292871590000000,92324922,a,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,33,"33 Ludwigstraﬂe, Verden (Aller)",5292924319999990,92323709,,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,35,"35 Ludwigstraﬂe, Verden (Aller)",529294622,92322738,,,103,Nicolaischule,Zollstraﬂe  12
Ludwigstraﬂe,36,"36 Ludwigstraﬂe, Verden (Aller)",529286298,92321065,,,103,Nicolaischule,Zollstraﬂe  12
